url,Title,Course Headline,Instructor,Rating,Price,length,number_of_lectures,difficulty
https://www.udemy.com/course/static-and-interactive-data-visualizations-in-r/,Static and Interactive Data Visualizations in R,Learn to Create Powerful Static and Interactive Visualizations Data For Practical Data Science Applications in Python,Minerva Singh,4.9,Current price₹455,7 total hours,61 lectures,All Levels
https://www.udemy.com/course/complete-data-wrangling-data-visualization-with-r/,Complete Data Wrangling & Data Visualisation In R,"Learn Data Preprocessing, Data Wrangling and Data Visualisation For Practical Data Science Applications in R",Minerva Singh,4.8,Current price₹455,6 total hours,50 lectures,All Levels
https://www.udemy.com/course/learn-r-by-intensive-practice/,Learn R By Intensive Practice,Gain clear understanding of base R programming concepts and internalise through a lot of practice,Selva Prabhakaran,4.3,Current price₹455,6 total hours,47 lectures,Beginner
https://www.udemy.com/course/ra-supply-chain-applications-with-r-shiny-inventory/,RA: Supply Chain Applications with R & Shiny: Inventory.,"Learn R & Shiny, Make A cloud based Inventory Application from Scratch! Take decisions Real time.",Haytham Omar,5.0,Current price₹455,18 total hours,147 lectures,All Levels
https://www.udemy.com/course/data-science-datamining-natural-language-processing-in-r/,Data Science:Data Mining & Natural Language Processing in R,"Harness the Power of Machine Learning in R for Data/Text Mining, & Natural Language Processing with Practical Examples",Minerva Singh,4.7,Current price₹455,13 total hours,110 lectures,All Levels
https://www.udemy.com/course/machine-learning-basics-practical-linear-regression-in-r/,Practical Linear Regression in R for Data Science in R,"Learn Practical Linear Regression in R - Basics of machine learning, deep learning, statistics & Artificial Intellegence",Kate Alison,4.5,Current price₹455,3 total hours,31 lectures,Beginner
https://www.udemy.com/course/introduction-to-r-programming-must-see-introduction-to-r/,Introduction to R Programming - Must See Introduction to R,Get Your Feet Wet in R Programming: What can you do with R and Data Science,Dhruv Bais,3.8,Current price₹455,37 total mins,7 lectures,Beginner
https://www.udemy.com/course/data-analysis-and-statistical-modelling-in-r/,Data Analysis and Statistical Modeling in R,"Learn the foundation of Data Science, Analytics and Data interpretation using statistical tests with real world examples",Jazeb Akram,4.3,Current price₹455,5 total hours,37 lectures,All Levels
https://www.udemy.com/course/basics-of-r-software-for-data-science/,Basics of R Software for Data Science,Descriptive Statistics using R Software,Rasineni Madana Mohana,4.6,Current price₹455,4.5 total hours,8 lectures,All Levels
https://www.udemy.com/course/essential-fundamentals-of-r/,Essential Fundamentals of R,"Data Types and Structures in R , Inputting & Outputting Data, Writing User-Defined Functions, and Manipulating Data Sets","Geoffrey Hubona, Ph.D.",4.3,Current price₹455,10.5 total hours,46 lectures,Beginner
https://www.udemy.com/course/practical-neural-networks-deep-learning-in-r/,Practical Neural Networks & Deep Learning In R,Artificial Intelligence & Machine Learning for Practical Data Science in R,Minerva Singh,4.4,Current price₹455,5.5 total hours,52 lectures,All Levels
https://www.udemy.com/course/interactive-data-visualization-with-r-shiny/,Interactive Data Visualization With R Shiny,Learn R and Shiny to build interactive web applications to visualize data science models.,Nathaniel Whittingham,4.8,Current price₹455,5.5 total hours,78 lectures,Intermediate
https://www.udemy.com/course/decision-tree-theory-application-and-modeling-using-r/,"Decision Tree - Theory, Application and Modeling using R",Analytics/ Supervised Machine Learning/ Data Science: CHAID / CART / Random Forest etc. workout (Python demo at the end),Gopal Prasad Malakar,4.0,Current price₹455,8 total hours,71 lectures,All Levels
https://www.udemy.com/course/sqlcourse/,SQL Course For Beginners: Learn SQL Using MySQL Database,"Learn SQL From Scratch Using MySQL Databases, A Complete SQL Course For Beginners",Ashutosh Pawar,4.5,Current price₹455,5 total hours,76 lectures,All Levels
https://www.udemy.com/course/sql-server-ssas-multidimensional-mdx-an-introduction/,SQL Server SSAS (Multidimensional MDX) - an Introduction,"Create cubes from databases, analyse them in Excel, SSRS etc. using SSAS MDX (a Business Intelligence tool)",Phillip Burton,4.6,Current price₹455,8 total hours,92 lectures,Beginner
https://www.udemy.com/course/how-to-become-a-real-world-sql-server-dba/,How To Begin Your Career As a SQL Server DBA,Your First Step In Becoming A Production SQL Server DBA,Mike West,4.3,Current price₹455,2 total hours,40 lectures,All Levels
https://www.udemy.com/course/sql-server-essentials-in-an-hour-the-select-statement/,SQL Server Essentials in an hour: The SELECT statement,"Learn how to use SELECT, FROM, WHERE, GROUP BY, HAVING and ORDER in SQL Server. Create views+procedures. Export in Excel",Phillip Burton,4.6,Current price₹455,1 total hour,15 lectures,Beginner
https://www.udemy.com/course/the-comprehensive-sql-course/,The Comprehensive SQL Course 2021,"A bootcamp designed to help you master SQL and work with databases like Oracle, MySQL and Microsoft SQL Server",Malvik Vaghadia,4.8,Current price₹455,6.5 total hours,139 lectures,All Levels
https://www.udemy.com/course/70-461-session-5-querying-microsoft-sql-server-2012/,70-461 Session 5: Querying Microsoft SQL Server (write SQL),"Using SQL, create analytical functions, grouping sets, ranking functions, spatial aggregates. SQL Server 12-17 (70-761)",Phillip Burton,4.5,Current price₹455,3.5 total hours,30 lectures,Intermediate
https://www.udemy.com/course/the-complete-sql-bootcamp/,The Complete SQL Bootcamp 2021: Go from Zero to Hero,NULL,Jose Portilla,4.7,Current price₹455,9 total hours,83 lectures,All Levels
https://www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,NULL,"Colt Steele, Ian Schoonover",4.6,Current price₹455,20.5 total hours,325 lectures,Beginner
https://www.udemy.com/course/microsoft-sql-for-beginners/,Microsoft SQL for Beginners,NULL,Brewster Knowlton,4.5,Current price₹455,4 total hours,39 lectures,Beginner
https://www.udemy.com/course/sql-mysql-for-data-analytics-and-business-intelligence/,SQL - MySQL for Data Analytics and Business Intelligence,NULL,365 Careers,4.6,Current price₹455,10 total hours,287 lectures,All Levels
https://www.udemy.com/course/oracle-sql-12c-become-an-sql-developer-with-subtitle/,The Complete Oracle SQL Bootcamp (2021),NULL,"Oracle Master Training • 100,000+ Students Worldwide, Code Star Academy",4.5,Current price₹455,25.5 total hours,161 lectures,All Levels
https://www.udemy.com/course/sqlmicrodegree/,The SQL MicroDegree 2021: From SQL Basics To MySQL Mastery,Complete MySQL Beginner Course To Teach You Everything You Need To Know About SQL Programming.,Abhishek Pughazh,4.4,Current price₹455,4.5 total hours,86 lectures,All Levels
https://www.udemy.com/course/sql-for-beginners-with-postgresql-mysql-sql-server/,"SQL for beginners with :( PostgreSQL, MySQL, SQL Server )",Master the basics of querying databases and manipulating data,Bluelime Learning Solutions,4.1,Current price₹455,8 total hours,79 lectures,Beginner
https://www.udemy.com/course/sql-server-performance-tuning-part-1/,SQL Server Performance Tuning Part 1,Detail building blocks of SQL performance tuning,Raphael Asghar,4.5,Current price₹455,6 total hours,37 lectures,Beginner
https://www.udemy.com/course/microsoft-sql-server-2017-for-everyone/,Microsoft SQL Server Development for Everyone,"Learn the fundamentals of database design, development and querying using Microsoft SQL Server","Trevoir Williams • 250,000+ Students, Learn IT University, Andrii Piatakha",4.5,Current price₹468,6 total hours,32 lectures,All Levels
https://www.udemy.com/course/basic-concepts-of-databases-and-writing-query-in-sql-server/,Microsoft SQL Server for Beginners | Crash Course,Boot-camp for SQL Query Writing Skills | sql fundamentals for beginners | Database Crash course | Database Programming,Yasir Mehmood,4.3,Current price₹455,2.5 total hours,15 lectures,Beginner
https://www.udemy.com/course/1z0-071-learn-oracle-sql-database-using-developer/,1Z0-071 Oracle SQL Developer: Certified Associate (Database),"The SELECT statement, functions and more. Oracle Database 11g, 12c, 19c using Oracle SQL Developer. Helps 1Z0-071 exam.",Phillip Burton,4.5,Current price₹468,19.5 total hours,216 lectures,Beginner
https://www.udemy.com/course/sql-tuning/,SQL Tuning,Learn how to formulate and tune SQL statements for optimal performance,Amarnath Reddy,4.4,Current price₹455,3 total hours,61 lectures,Intermediate
https://www.udemy.com/course/practical-sql-masterclass-with-mysql/,Practical SQL Masterclass for Quick Interview Preparation,"Feel ""experienced"" in SQL by end of this course - Showcase SQL expertise - Get hired directly at senior positions",Prashant Munshi,4.8,Current price₹455,20.5 total hours,151 lectures,All Levels
https://www.udemy.com/course/oracle-database-sql-1z0-071-practice-exams/,Practice Exams | Oracle Database SQL 1Z0-071,Be prepared for your Oracle Foundations Associate Certification Exam 1Z0-071,Wade Henderson,4.0,Current price₹455,374 questions,All Levels,All Levels
https://www.udemy.com/course/the-complete-sql-master-bootcamp-sql-database-beginner-to-mysql-expert/,SQL – MySQL: 2021 Complete Master Bootcamp | Beginner-Expert,"SQL for Data Analytics, Business Intelligence, Marketing, Management, real-world projects reports w/ Tableau & Python...",Donatus Obomighie,4.5,Current price₹455,20.5 total hours,641 lectures,All Levels
https://www.udemy.com/course/sql-server-reporting-services-part-1-ssrs/,SQL Server Reporting Services Part 1 (SSRS),Learn how to create from simple to complex reports for your business decision making needs,Raphael Asghar,4.5,Current price₹455,6 total hours,32 lectures,Beginner
https://www.udemy.com/course/sql-intro/,SQL Programming Basics,Learn the Fundamentals of SQL Programming,Global Academy,4.5,Current price₹455,1.5 total hours,16 lectures,Beginner
https://www.udemy.com/course/the-complete-sql-course-2020-become-a-mysql-master/,The Complete SQL Course 2021: Become a MYSQL Master,This complete SQL bootcamp will take you from beginner to master,Web Coding,4.1,Current price₹455,2.5 total hours,41 lectures,All Levels
https://www.udemy.com/course/complete-sql-bootcamp-with-mysql-php-python/,"SQL Bootcamp with MySQL, PHP & Python : 5 Courses in 1","Master yourself in SQL, do practical projects with MySQL, PHP and Python",Creative Online School,4.2,Current price₹455,3 total hours,36 lectures,All Levels
https://www.udemy.com/course/python-network-programming-for-network-engineers-python-3/,Python Network Programming for Network Engineers (Python 3),Program networks using Python version 3. Learn network programmability with this practical GNS3 and Cisco course,"David Bombal, Experts with David Bombal",4.7,Current price₹455,13 total hours,171 lectures,Beginner
https://www.udemy.com/course/master-python-network-automation-for-network-engineers/,Master Network Automation with Python for Network Engineers,"Real-Life Hands-On Python and Ansible Automation: Netmiko, Paramiko, Napalm, Telnet, Ansible, Cisco, Arista, Linux etc","Andrei Dumitrescu, Crystal Mind Academy",4.7,Current price₹455,20 total hours,233 lectures,All Levels
https://www.udemy.com/course/algorithmic-problems-in-python/,"Recursion, Backtracking and Dynamic Programming in Python","Learn Recursion, Backtracking, Divide and Conquer Methods and Dynamic programming via Examples and Problems in Python",Holczer Balazs,4.6,Current price₹455,9 total hours,91 lectures,All Levels
https://www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,NULL,"Colt Steele, Ian Schoonover",4.6,Current price₹455,9 total hours,91 lectures,All Levels
https://www.udemy.com/course/the-advanced-web-developer-bootcamp/,The Advanced Web Developer Bootcamp,NULL,"Colt Steele, Elie Schoppik, Tim Garcia, Matt Lane",4.5,Current price₹455,9 total hours,91 lectures,All Levels
https://www.udemy.com/course/the-modern-python3-bootcamp/,The Modern Python 3 Bootcamp,NULL,Colt Steele,4.7,Current price₹656,9 total hours,91 lectures,All Levels
https://www.udemy.com/course/learn-to-code-with-python/,Learn to Code with Python,The complete Python bootcamp for 2021. Learn Python 3 from beginner to expert. Build complete Python applications.,Boris Paskhaver,4.7,Current price₹455,58 total hours,412 lectures,All Levels
https://www.udemy.com/course/algorithmic-trading-in-python/,"Algorithmic Trading: Backtest, Optimize & Automate in Python",Learn How to Use and Manipulate Open Source Code in Python so You can Fully Automate a Cryptocurrency Trading Strategy.,"Mohsen Hassan, Ilyass Tabiai, bloom team",4.5,Current price₹455,10 total hours,57 lectures,All Levels
